OTU	Test-Statistic	P	FDR_P	Bonferroni_P	True_mean	False_mean
Erysipelotrichaceae Catenibacterium mitsuokai	-0.198858095635	0.974025974026	1.0	1.0	0.04	0.0485436893204
Mycoplasmataceae Mycoplasma spermatophilum	0.312772963213	0.976023976024	1.0	1.0	0.272	0.174757281553
Porphyromonadaceae Porphyromonas bennonis	-0.0516746222838	0.978021978022	1.0	1.0	0.576	0.592233009709
Carnobacteriaceae gen sp	0.700147115947	0.99000999001	1.0	1.0	0.232	0.0582524271845
Prevotellaceae Prevotellamassilia timonensis	0.413216572186	0.992007992008	1.0	1.0	0.016	0.00970873786408
Lachnospiraceae Blautia sp	-0.0161635876795	0.992007992008	1.0	1.0	1.144	1.16504854369
Comamonadaceae Variovorax sp	0.907391205725	0.994005994006	1.0	1.0	0.016	0.0
Lachnospiraceae Ruminococcus faecis	0.907391205725	0.995004995005	1.0	1.0	0.008	0.0
Comamonadaceae Pelomonas sp	0.907391205725	1.0	1.0	1.0	1.984	0.0
Ruminococcaceae Ruminococcus sp	0.0501289677972	1.0	1.0	1.0	0.104	0.0970873786408
Enterobacteriaceae Proteus sp	0.907391205725	1.0	1.0	1.0	0.12	0.0
Bradyrhizobiaceae Afipia sp	0.907391205725	1.0	1.0	1.0	0.184	0.0
Bradyrhizobiaceae Bradyrhizobium sp	0.907391205725	1.0	1.0	1.0	0.168	0.0
Burkholderiales_incertae_sedis Aquabacterium sp	0.907391205725	1.0	1.0	1.0	0.136	0.0
Enterobacteriaceae Serratia sp	0.83693578648	1.0	1.0	1.0	0.128	0.00970873786408
Veillonellaceae Veillonella parvula	0.636565777648	1.0	1.0	1.0	0.104	0.0291262135922
Leptotrichiaceae Streptobacillus sp	0.907391205725	1.0	1.0	1.0	0.112	0.0
Peptoniphilaceae Clostridiales sp_KA00134	0.0510584995611	1.0	1.0	1.0	0.08	0.0776699029126
Bacillaceae_1 Bacillus sp	0.907391205725	1.0	1.0	1.0	0.088	0.0
Actinomycetaceae Schaalia odontolytica	0.211565550062	1.0	1.0	1.0	0.04	0.0291262135922
Mycoplasmataceae Candidatus_Mycoplasma girerdii	nan	nan	1.0	nan	0.0	0.0
Lachnospiraceae Ruminococcus torques	nan	nan	1.0	nan	0.0	0.0
Xanthomonadaceae Thermomonas sp	nan	nan	1.0	nan	0.0	0.0
Mycoplasmataceae Mycoplasma sp	nan	nan	1.0	nan	0.0	0.0
